,delay,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent(%),similarity,distance,degree_0,degree_1
88,207651579.706,88 St_0,Woodside - 61 St_0,160529869.789,47859069.7782,208388939.567,-737359.8612,40.679843,-73.85147,40.74563,-73.902984,-0.353838290425,0.0,5.284163579796501,2,4
89,155744374.699,72 St_2,Woodside - 61 St_0,108403102.07,47859069.7782,156262171.848,-517797.1492,40.768799,-73.958424,40.74563,-73.902984,-0.331364362261,0.0,3.319338944176577,2,4
90,126732055.241,47-50 Sts - Rockefeller Ctr_0,Woodside - 61 St_0,76858204.4696,47859069.7782,124717274.248,2014780.9932,40.758663,-73.981329,40.74563,-73.902984,1.61547869399,0.0,4.208330227033879,4,4
91,210734421.918,86 St_1,Woodside - 61 St_0,164172253.089,47859069.7782,212031322.867,-1296900.9492,40.779492,-73.955589,40.74563,-73.902984,-0.611655359059,0.0,3.6162319932318048,4,4
92,116050563.605,57 St - 7 Av_0,Woodside - 61 St_0,68725914.6397,47859069.7782,116584984.418,-534420.8129,40.764664,-73.980658,40.74563,-73.902984,-0.458395920854,0.0,4.282117905670102,4,4
93,191126312.856,President St_0,Woodside - 61 St_0,143484676.568,47859069.7782,191343746.346,-217433.4902,40.667883,-73.950683,40.74563,-73.902984,-0.113635012564,0.0,5.920606180123584,2,4
94,180671905.812,Sterling St_0,Woodside - 61 St_0,133027782.432,47859069.7782,180886852.21,-214946.3982,40.662742,-73.95085,40.74563,-73.902984,-0.118829199344,0.0,6.247402480522224,2,4
95,194035490.18,Rockaway Blvd_0,Woodside - 61 St_0,146905299.215,47859069.7782,194764368.993,-728878.8132,40.680429,-73.843853,40.74563,-73.902984,-0.374236220397,0.0,5.4662816572522335,3,4
96,183728787.939,30 Av_0,Woodside - 61 St_0,137043733.026,47859069.7782,184902802.804,-1174014.8652,40.766779,-73.921479,40.74563,-73.902984,-0.634936219135,0.0,1.752558036936874,2,4
97,91015690.8425,Sutter Av - Rutland Rd_0,Woodside - 61 St_0,43160896.1745,47859069.7782,91019965.9527,-4275.1102,40.664717,-73.92261,40.74563,-73.902984,-0.00469689276991,0.0,5.677492571028695,2,4
98,143827574.964,Flushing - Main St_0,Woodside - 61 St_0,102467186.766,47859069.7782,150326256.544,-6498681.5802,40.7596,-73.83003,40.74563,-73.902984,-4.32305156105,1.0,3.947701501607395,1,4
99,67016618.7347,Union St_0,Woodside - 61 St_0,19150110.6774,47859069.7782,67009180.4556,7438.2791,40.677316,-73.98311,40.74563,-73.902984,0.0111003881101,0.0,6.318232737290659,2,4
100,146947812.472,181 St_0,Woodside - 61 St_0,99186743.1656,47859069.7782,147045812.944,-98000.4718,40.849505,-73.933596,40.74563,-73.902984,-0.0666462171469,0.0,7.345269137750044,2,4
101,126351474.428,42 St - Port Authority Bus Terminal_0,Woodside - 61 St_0,78941772.0126,47859069.7782,126800841.791,-449367.3628,40.757308,-73.989735,40.74563,-73.902984,-0.354388311981,0.0,4.623033738719275,4,4
102,124423768.898,34 St - Penn Station_1,Woodside - 61 St_0,76982130.6167,47859069.7782,124841200.395,-417431.4969,40.752287,-73.993391,40.74563,-73.902984,-0.334369980086,0.0,4.76647670498089,3,4
103,114312480.784,86 St_4,Woodside - 61 St_0,66665551.5092,47859069.7782,114524621.287,-212140.5034,40.777891,-73.951787,40.74563,-73.902984,-0.185235717015,0.0,3.3929214844834563,2,4
104,86580761.2763,Whitehall St_0,Woodside - 61 St_0,38805648.0008,47859069.7782,86664717.779,-83956.5027,40.703087,-74.012994,40.74563,-73.902984,-0.0968750661764,0.0,6.478396997938558,2,4
105,614243694.564,Jackson Hts - Roosevelt Av_0,Woodhaven Blvd_1,315917299.582,44045622.782,359962922.364,254280772.2,40.746644,-73.891338,40.693879,-73.851576,70.6408233743,0.0,4.196882474969217,6,4
106,300153089.16,125 St_2,Woodhaven Blvd_1,256294926.729,44045622.782,300340549.511,-187460.351,40.804138,-73.937594,40.693879,-73.851576,-0.0624159312837,0.0,8.846472550132146,4,4
107,167551615.35,Newkirk Plaza_0,Woodhaven Blvd_1,123750250.403,44045622.782,167795873.185,-244257.835,40.635082,-73.962793,40.693879,-73.851576,-0.145568440012,0.0,7.114001240657337,4,4
108,83094957.7665,Essex St_0,Woodhaven Blvd_1,38814251.2265,44045622.782,82859874.0085,235083.758,40.718315,-73.987437,40.693879,-73.851576,0.283712425119,0.5,7.330706397216967,4,4
109,110775714.389,Nostrand Av_1,Woodhaven Blvd_1,71000339.244,44045622.782,115045962.026,-4270247.637,40.680438,-73.950426,40.693879,-73.851576,-3.71177533031,0.0,5.2743373093079935,4,4
110,55756380.2744,25 St_0,Woodhaven Blvd_1,11718325.4091,44045622.782,55763948.1911,-7567.9167,40.660397,-73.998091,40.693879,-73.851576,-0.013571343037,0.0,8.036194399013805,2,4
111,385070208.526,Broadway Jct_0,Woodhaven Blvd_1,326405791.399,44045622.782,370451414.181,14618794.345,40.678904,-73.9045792,40.693879,-73.851576,3.94621097002,0.2,2.9696270067495174,9,4
112,127378052.474,145 St_0,Woodhaven Blvd_1,83423715.5713,44045622.782,127469338.353,-91285.8793,40.824783,-73.944216,40.693879,-73.851576,-0.0716139900617,0.0,10.257533624742912,5,4
113,312383084.838,Junction Blvd_0,Woodhaven Blvd_1,269649748.36,44045622.782,313695371.142,-1312286.304,40.749145,-73.869527,40.693879,-73.851576,-0.418331421093,0.0,3.9282036900521944,3,4
114,387221697.072,Kew Gardens - Union Tpke_0,Woodhaven Blvd_1,278833714.346,44045622.782,322879337.128,64342359.944,40.714441,-73.831008,40.693879,-73.851576,19.9276796454,0.0,1.7831463962738925,5,4
115,267559880.106,Grand Central - 42 St_0,Woodhaven Blvd_1,223630136.984,44045622.782,267675759.766,-115879.66,40.751707,-73.9766866,40.693879,-73.851576,-0.0432910548573,0.0,7.685110984750367,7,4
116,265372523.824,3 Av - 149 St_0,Woodhaven Blvd_1,221492451.073,44045622.782,265538073.855,-165550.031,40.816109,-73.917757,40.693879,-73.851576,-0.0623451200789,0.0,9.1211436615728,3,4
117,189095437.94,Times Sq - 42 St_0,Woodhaven Blvd_1,145182887.829,44045622.782,189228510.611,-133072.671,40.7551308,-73.9870916,40.693879,-73.851576,-0.07032379559,0.0,8.274860614747853,10,4
118,60572412.4004,Coney Island - Stillwell Av_0,Woodhaven Blvd_1,16577467.2838,44045622.782,60623090.0658,-50677.6654,40.577422,-73.981233,40.693879,-73.851576,-0.083594658974,0.0,10.536789940312698,3,4
119,185263388.073,34 St - Herald Sq_0,Woodhaven Blvd_1,140234090.533,44045622.782,184279713.315,983674.758,40.749643,-73.9878865,40.693879,-73.851576,0.533794382629,0.0,8.124989242545874,6,4
120,120100099.92,125 St_3,Woodhaven Blvd_1,76107032.3074,44045622.782,120152655.089,-52555.1694,40.811109,-73.952343,40.693879,-73.851576,-0.0437403312985,0.0,9.664080175814744,4,4
121,118192219.787,96 St_0,Woodhaven Blvd_1,74171566.4436,44045622.782,118217189.226,-24969.4386,40.793919,-73.972323,40.693879,-73.851576,-0.0211216649318,0.0,9.370608094502009,4,4
122,133187740.299,Fulton St_1,Woodhaven Blvd_1,89515357.0672,44045622.782,133560979.849,-373239.5502,40.7102996,-74.0087818,40.693879,-73.851576,-0.279452539672,0.0,8.332874955563659,5,4
123,128124522.087,Kings Hwy_0,Woodhaven Blvd_1,84282687.3848,44045622.782,128328310.167,-203788.0798,40.60867,-73.957734,40.693879,-73.851576,-0.1588021221,0.0,8.105204300031568,4,4
124,122604252.24,Hoyt - Schermerhorn Sts_0,Woodhaven Blvd_1,81539629.5011,44045622.782,125585252.283,-2981000.0431,40.688484,-73.985001,40.693879,-73.851576,-2.37368639144,0.0,7.017684797835203,5,4
125,125087618.636,34 St - Penn Station_0,Woodhaven Blvd_1,81124382.4464,44045622.782,125170005.228,-82386.5924,40.750373,-73.991057,40.693879,-73.851576,-0.0658197562984,0.0,8.295478139461876,3,4
126,122307157.288,Fulton St_0,Woodhaven Blvd_1,78639689.6565,44045622.782,122685312.438,-378155.1505,40.7097353333,-74.006908,40.693879,-73.851576,-0.308231802963,0.333333333333,8.230166864375835,5,4
127,121447355.63,W 4 St_0,Woodhaven Blvd_1,76243580.2394,44045622.782,120289203.021,1158152.6086,40.732338,-74.000495,40.693879,-73.851576,0.962806785239,0.0,8.257089382191209,6,4
128,114571454.935,Broadway-Lafayette St_0,Woodhaven Blvd_1,69833172.7074,44045622.782,113878795.489,692659.4456,40.725297,-73.996204,40.693879,-73.851576,0.608242686993,0.0,7.8975011867979745,5,4
129,110060218.418,Canal St_2,Woodhaven Blvd_1,66156570.768,44045622.782,110202193.55,-141975.132,40.720824,-74.005229,40.693879,-73.851576,-0.128831493663,0.0,8.279730636567072,4,4
130,101337184.443,Utica Av_0,Woodhaven Blvd_1,62383820.4525,44045622.782,106429443.234,-5092258.7915,40.679364,-73.930729,40.693879,-73.851576,-4.78463349684,0.0,4.276527811230313,4,4
131,104142214.866,Canal St_0,Woodhaven Blvd_1,59872507.0878,44045622.782,103918129.87,224084.9962,40.718793,-74.0007127778,40.693879,-73.851576,0.215636093991,0.125,8.017720507707248,9,4
